OrphaCode,DiseaseName,PrevalenceType,PrevalenceQualification,PrevalenceClass,ValMoy,PrevalenceGeographic
586,Cystic fibrosis,Point prevalence,Value and class,1-5 / 10 000,10.2236,Italy
586,Cystic fibrosis,Prevalence at birth,Class only,Unknown,0.0,Latvia
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,1.04,Latvia
586,Cystic fibrosis,Prevalence at birth,Class only,Unknown,0.0,Lithuania
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,1.3,Lithuania
586,Cystic fibrosis,Prevalence at birth,Class only,Unknown,0.0,Luxembourg
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,4.31,Luxembourg
586,Cystic fibrosis,Prevalence at birth,Class only,Unknown,0.0,Malta
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,5.79,Malta
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,16.58,Netherlands
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,9.5181,Netherlands
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,11.5474,Norway
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,6.629,Norway
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,17.4881,Poland
586,Cystic fibrosis,Point prevalence,Value and class,1-5 / 10 000,10.0394,Poland
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,12.549,Portugal
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,7.204,Portugal
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,48.6381,Romania
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,1.06,Romania
586,Cystic fibrosis,Prevalence at birth,Value and class,1-9 / 100 000,9.7119,Russian Federation
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,5.5753,Russian Federation
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,15.38,Slovakia
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,8.8292,Slovakia
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,33.3333,Slovenia
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,3.28,Slovenia
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,16.5048,Spain
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 100 000,9.4749,Spain
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,17.9285,Sweden
586,Cystic fibrosis,Point prevalence,Value and class,1-5 / 10 000,10.2922,Sweden
586,Cystic fibrosis,Prevalence at birth,Value and class,1-5 / 10 000,41.9991,United Kingdom
586,Cystic fibrosis,Point prevalence,Value and class,1-5 / 10 000,13.7,United Kingdom
586,Cystic fibrosis,Annual incidence,Value and class,1-5 / 10 000,13.1995,Brazil
586,Cystic fibrosis,Point prevalence,Value and class,1-9 / 1 000 000,0.7786,China
262,Duchenne and Becker muscular dystrophy,Point prevalence,Value and class,1-9 / 1 000 000,0.23,United Kingdom
262,Duchenne and Becker muscular dystrophy,Point prevalence,Class only,1-9 / 100 000,0.0,Europe
262,Duchenne and Becker muscular dystrophy,Point prevalence,Class only,1-5 / 10 000,0.0,United States
261,Emery-Dreifuss muscular dystrophy,Point prevalence,Value and class,1-9 / 1 000 000,0.3,Europe
550,MELAS,Point prevalence,Value and class,1-9 / 1 000 000,0.18,Japan
550,MELAS,Point prevalence,Class only,Unknown,0.0,Worldwide
550,MELAS,Point prevalence,Value and class,1-9 / 1 000 000,0.6,Europe
550,MELAS,Point prevalence,Value and class,1-9 / 100 000,1.63,Finland
550,MELAS,Point prevalence,Value and class,>1 / 1000,236.0,Specific population
269,Facioscapulohumeral dystrophy,Point prevalence,Value and class,1-9 / 100 000,4.5,Europe
269,Facioscapulohumeral dystrophy,Point prevalence,Value and class,1-9 / 100 000,4.4,Italy
269,Facioscapulohumeral dystrophy,Point prevalence,Value and class,1-9 / 100 000,3.95,United Kingdom
269,Facioscapulohumeral dystrophy,Point prevalence,Value and class,1-9 / 100 000,2.0,Japan
269,Facioscapulohumeral dystrophy,Point prevalence,Value and class,1-5 / 10 000,12.0,Netherlands
269,Facioscapulohumeral dystrophy,Annual incidence,Value and class,1-9 / 1 000 000,0.3,Netherlands
480,Kearns-Sayre syndrome,Point prevalence,Value and class,1-9 / 100 000,2.0,Europe
480,Kearns-Sayre syndrome,Point prevalence,Value and class,1-9 / 1 000 000,0.8,Finland
480,Kearns-Sayre syndrome,Point prevalence,Value and class,1-9 / 100 000,1.0,United Kingdom
480,Kearns-Sayre syndrome,Prevalence at birth,Value and class,1-9 / 1 000 000,0.3,Israel
593,Myofibrillar myopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
551,MERRF,Prevalence at birth,Value and class,1-9 / 1 000 000,0.494,Sweden
551,MERRF,Point prevalence,Class only,Unknown,0.0,Europe
597,Central core disease,Point prevalence,Value and class,1-9 / 1 000 000,0.4,United Kingdom
597,Central core disease,Point prevalence,Class only,1-9 / 1 000 000,0.0,Europe
607,Nemaline myopathy,Prevalence at birth,Value and class,1-9 / 100 000,2.0,Europe
607,Nemaline myopathy,Point prevalence,Value and class,1-9 / 1 000 000,0.2,United Kingdom
163746,Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease,Cases/families,Case(s),,40.0,Worldwide
163746,Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,Class only,Unknown,0.0,Worldwide
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,Value and class,1-9 / 1 000 000,0.17,United Kingdom
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,Value and class,1-9 / 1 000 000,0.94,Netherlands
684,Paramyotonia congenita of Von Eulenburg,Point prevalence,Class only,1-9 / 1 000 000,0.0,Europe
163931,Acrodermatitis continua of Hallopeau,Point prevalence,Value and class,1-9 / 100 000,6.0,Worldwide
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-9 / 100 000,5.0,Europe
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-5 / 10 000,12.5,Worldwide
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-5 / 10 000,10.4,United Kingdom
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-9 / 100 000,7.9,Iceland
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-9 / 100 000,5.3,Serbia
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-9 / 100 000,9.13,Japan
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-9 / 1 000 000,0.46,"Taiwan, Province of China"
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-5 / 10 000,14.3,South Africa
273,Steinert myotonic dystrophy,Point prevalence,Value and class,6-9 / 10 000,76.3,Specific population
273,Steinert myotonic dystrophy,Point prevalence,Value and class,>1 / 1000,210.5,Specific population
273,Steinert myotonic dystrophy,Annual incidence,Value and class,1-9 / 1 000 000,0.2,Serbia
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-9 / 100 000,9.31,Italy
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-5 / 10 000,11.95,Ireland
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-5 / 10 000,20.0,Specific population
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-9 / 100 000,5.7,Specific population
273,Steinert myotonic dystrophy,Point prevalence,Value and class,1-5 / 10 000,18.1,Croatia
163937,"X-linked intellectual disability, Najm type",Cases/families,Family(ies),,35.0,Worldwide
163937,"X-linked intellectual disability, Najm type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
163934,Atopic keratoconjunctivitis,Point prevalence,Value and class,1-5 / 10 000,15.0,Europe
614,Thomsen and Becker disease,Point prevalence,Value and class,1-9 / 100 000,1.0,Worldwide
614,Thomsen and Becker disease,Point prevalence,Class only,1-9 / 100 000,0.0,Europe
614,Thomsen and Becker disease,Point prevalence,Value and class,1-9 / 100 000,7.3,Finland
614,Thomsen and Becker disease,Point prevalence,Value and class,1-9 / 1 000 000,0.9,Italy
614,Thomsen and Becker disease,Point prevalence,Value and class,1-9 / 1 000 000,0.52,United Kingdom
614,Thomsen and Becker disease,Point prevalence,Value and class,1-9 / 1 000 000,0.75,Netherlands
163921,Posttransplant acute limbic encephalitis,Point prevalence,Class only,Unknown,0.0,Worldwide
163966,"X-linked dominant chondrodysplasia, Chassaing-Lacombe type",Cases/families,Case(s),,10.0,Worldwide
163966,"X-linked dominant chondrodysplasia, Chassaing-Lacombe type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
163971,"X-linked intellectual disability, Cilliers type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
163971,"X-linked intellectual disability, Cilliers type",Cases/families,Case(s),,4.0,Worldwide
163976,"X-linked intellectual disability, Van Esch type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
163976,"X-linked intellectual disability, Van Esch type",Cases/families,Case(s),,7.0,Worldwide
163979,X-linked intellectual disability-craniofacioskeletal syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
163979,X-linked intellectual disability-craniofacioskeletal syndrome,Cases/families,Case(s),,9.0,Worldwide
163956,"X-linked intellectual disability, Nascimento type",Cases/families,Case(s),,8.0,Worldwide
163956,"X-linked intellectual disability, Nascimento type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
163961,X-linked cerebral-cerebellar-coloboma syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
163961,X-linked cerebral-cerebellar-coloboma syndrome,Cases/families,Case(s),,3.0,Worldwide
164726,Acute myeloid leukemia and myelodysplastic syndromes related to radiation,Annual incidence,Value and class,1-9 / 1 000 000,0.3,Worldwide
324,Fabry disease,Prevalence at birth,Value and class,1-9 / 1 000 000,6.66,Worldwide
324,Fabry disease,Prevalence at birth,Value and class,1-9 / 1 000 000,6.96,Australia
324,Fabry disease,Prevalence at birth,Value and class,1-9 / 1 000 000,0.21,Netherlands
324,Fabry disease,Prevalence at birth,Value and class,1-9 / 1 000 000,0.12,Portugal
324,Fabry disease,Prevalence at birth,Value and class,1-9 / 1 000 000,0.52,Czech Republic
324,Fabry disease,Prevalence at birth,Value and class,<1 / 1 000 000,0.015,Turkey
324,Fabry disease,Point prevalence,Value and class,1-9 / 1 000 000,0.15,United Kingdom
324,Fabry disease,Prevalence at birth,Value and class,1-9 / 1 000 000,0.25,Japan
324,Fabry disease,Point prevalence,Class only,1-5 / 10 000,0.0,Europe
324,Fabry disease,Prevalence at birth,Value and class,1-9 / 100 000,1.11,Sweden
324,Fabry disease,Point prevalence,Value and class,1-9 / 1 000 000,0.118,China
163985,Hyperekplexia-epilepsy syndrome,Cases/families,Case(s),,4.0,Worldwide
163985,Hyperekplexia-epilepsy syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
778,Rett syndrome,Prevalence at birth,Value and class,1-9 / 100 000,5.0,Europe
778,Rett syndrome,Point prevalence,Value and class,1-5 / 10 000,10.0,Europe
778,Rett syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,France
778,Rett syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Worldwide
778,Rett syndrome,Point prevalence,Value and class,1-9 / 100 000,5.0,Sweden
778,Rett syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Japan
778,Rett syndrome,Prevalence at birth,Class only,1-9 / 100 000,0.0,United States
778,Rett syndrome,Point prevalence,Value and class,1-9 / 100 000,1.6,United Kingdom
778,Rett syndrome,Prevalence at birth,Value and class,1-9 / 100 000,3.05,Australia
778,Rett syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Australia
778,Rett syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Hong Kong
72,Angelman syndrome,Point prevalence,Value and class,1-9 / 100 000,7.5,Worldwide
72,Angelman syndrome,Prevalence at birth,Value and class,1-9 / 100 000,1.3,Europe
72,Angelman syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Europe
72,Angelman syndrome,Prevalence at birth,Value and class,1-9 / 100 000,2.5,Australia
72,Angelman syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Australia
72,Angelman syndrome,Prevalence at birth,Value and class,1-9 / 100 000,5.0,Spain
72,Angelman syndrome,Point prevalence,Value and class,1-9 / 100 000,8.3,Spain
72,Angelman syndrome,Prevalence at birth,Value and class,1-9 / 100 000,1.8,Estonia
72,Angelman syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Estonia
72,Angelman syndrome,Point prevalence,Value and class,1-5 / 10 000,10.0,Denmark
72,Angelman syndrome,Prevalence at birth,Value and class,1-9 / 1 000 000,0.5,Denmark
72,Angelman syndrome,Point prevalence,Value and class,1-9 / 100 000,4.0,United Kingdom
307,Juvenile myoclonic epilepsy,Point prevalence,Class only,Unknown,0.0,Worldwide
307,Juvenile myoclonic epilepsy,Point prevalence,Value and class,1-9 / 100 000,1.7,Norway
1941,Juvenile absence epilepsy,Annual incidence,Value and class,1-9 / 100 000,7.5,Europe
1941,Juvenile absence epilepsy,Point prevalence,Class only,1-9 / 100 000,0.0,Europe
892,Von Hippel-Lindau disease,Prevalence at birth,Value and class,1-9 / 100 000,2.3,United Kingdom
892,Von Hippel-Lindau disease,Point prevalence,Value and class,1-9 / 100 000,1.1,United Kingdom
892,Von Hippel-Lindau disease,Point prevalence,Class only,1-9 / 100 000,0.0,Europe
892,Von Hippel-Lindau disease,Point prevalence,Value and class,1-9 / 100 000,2.13,Denmark
892,Von Hippel-Lindau disease,Prevalence at birth,Value and class,1-9 / 100 000,3.66,Denmark
731,Autosomal recessive polycystic kidney disease,Prevalence at birth,Value and class,1-9 / 100 000,5.0,Germany
731,Autosomal recessive polycystic kidney disease,Point prevalence,Class only,Unknown,0.0,Europe
164736,Familial advanced sleep-phase syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
138,CHARGE syndrome,Prevalence at birth,Value and class,1-9 / 100 000,3.5,Canada
138,CHARGE syndrome,Prevalence at birth,Value and class,1-9 / 100 000,6.5,Worldwide
138,CHARGE syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
138,CHARGE syndrome,Point prevalence,Value and class,1-9 / 100 000,9.0,Europe
558,Marfan syndrome,Annual incidence,Value and class,1-5 / 10 000,25.0,Europe
558,Marfan syndrome,Point prevalence,Value and class,1-5 / 10 000,15.0,Worldwide
558,Marfan syndrome,Point prevalence,Value and class,1-5 / 10 000,20.0,Europe
558,Marfan syndrome,Prevalence at birth,Value and class,1-5 / 10 000,10.2,United Kingdom
558,Marfan syndrome,Point prevalence,Value and class,1-9 / 100 000,7.0,United Kingdom
558,Marfan syndrome,Point prevalence,Value and class,1-5 / 10 000,10.0,United States
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.2,Europe
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,5.2,Europe
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,3.85,Worldwide
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,1.35,Worldwide
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,1.06,United Kingdom
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,4.9,United Kingdom
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.1,Ireland
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,4.7,Ireland
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.4,Finland
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,6.4,Finland
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.0,Canada
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,4.9,Canada
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,1.46,United States
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,1.37,Uruguay
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,1.9,Uruguay
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,1.4,Denmark
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,3.1,Denmark
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,3.0,Italy
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,7.9,Italy
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.0,France
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,1.4,Spain
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,5.4,Spain
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.2,Norway
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,4.0,Norway
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 1 000 000,0.51,"Taiwan, Province of China"
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,1.97,"Taiwan, Province of China"
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.6,Faroe Islands
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 1 000 000,0.42,"Iran, Islamic Republic of"
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,1.57,"Iran, Islamic Republic of"
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,2.5,Specific population
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-5 / 10 000,10.8,Specific population
803,Amyotrophic lateral sclerosis,Annual incidence,Value and class,1-9 / 100 000,1.4,Specific population
803,Amyotrophic lateral sclerosis,Point prevalence,Value and class,1-9 / 100 000,6.0,Specific population
